% Model,CPWG_BaseSim.mph
% Version,COMSOL 5.6.0.280
% Date,"Mar 19 2025, 21:38"
% Table,Table 21 - MUT_Integration
% freq (GHz),plane_x (mm),Electric field norm (V*m),emw.normE^2 (kg^2*m^4/(s^6*A^2)),S11 (m^2),S21 (m^2)
5,0.4420000000000002,0.20513936768141622,887.6161384536606,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.452,0.2024338261936339,857.1726337650912,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.4620000000000001,0.19975188542307334,827.4490760288994,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.4720000000000001,0.19710690612119908,798.733906435837,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.4820000000000001,0.19446934893339377,770.5795628866822,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.49200000000000016,0.1919574790846033,744.4620784666371,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.5020000000000001,0.1895402701779424,719.8229294208378,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.5120000000000002,0.18713486609769908,695.7782312131637,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.5220000000000002,0.1847448339202204,672.146299406652,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.532,0.18224482968061978,647.7138501276419,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.542,0.1799075972961121,625.540266733186,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.552,0.17761652015051121,604.3824213679414,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.562,0.17537682696484097,584.0365941466866,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.5720000000000002,0.17323504045780858,565.0702617152255,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.5820000000000002,0.1711930549224804,547.1544748509324,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.5920000000000002,0.16917312297333909,529.6565698467111,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6020000000000002,0.16718603375486057,512.6539916683037,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6120000000000002,0.1652216121582608,496.3287826179569,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.622,0.16327244831293705,480.65242254566596,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6320000000000001,0.16136872247991385,465.46377809034783,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6420000000000001,0.1596009114468284,451.5473516533612,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6520000000000001,0.1579610200529964,438.47054587131305,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6620000000000001,0.1563065084536883,426.0843627845787,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6720000000000002,0.15458049673628543,413.96957231386114,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6820000000000002,0.15302450350197205,402.99730907855627,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.6920000000000003,0.1515000771011741,392.4652794807451,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7020000000000001,0.15004312065676936,382.5921367240272,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7120000000000001,0.14852517844140692,372.47619128438924,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7220000000000001,0.1469917169907816,362.430659937995,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7320000000000001,0.14548787017599007,352.74439263673275,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7420000000000001,0.14399665210093,343.1383739718592,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7520000000000002,0.1425072653468574,333.70044273954585,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7620000000000002,0.14101970894926552,324.3298099998802,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7720000000000002,0.13950133148884936,314.92348384339283,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.7820000000000003,0.13801586408176816,305.9068102534261,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.792,0.13656553170917674,297.2270451632472,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.802,0.13512944445672218,288.7400792934389,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8120000000000002,0.13371330912166784,280.5370248281957,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8220000000000002,0.13234171790705235,272.6958367955081,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8320000000000002,0.13101277832282746,265.24777077119415,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8420000000000002,0.12972368518780514,258.1598391236131,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8520000000000002,0.12844747193248285,251.18000364487222,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8620000000000002,0.12720496979470075,244.53402642674027,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8720000000000001,0.12597131884678806,237.95926645113315,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8820000000000001,0.12474042777843694,231.4843089822371,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.8920000000000001,0.1234918597676363,224.98998631023255,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9020000000000001,0.12229857817479928,218.87067186073483,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9120000000000001,0.12112224983855703,212.98379792913687,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9220000000000002,0.1199900237025379,207.4016468993817,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9320000000000002,0.11889334952128808,202.11109106142393,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9420000000000003,0.1178056771618993,196.9657440304538,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9520000000000003,0.11676014010234755,192.09659356088906,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9620000000000001,0.11572692800251931,187.40305395753865,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9720000000000001,0.1147326072984084,182.95436760785617,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9820000000000002,0.11372103128367948,178.49045751055866,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,0.9920000000000002,0.11277459477327112,174.44037163628016,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,1.0020000000000002,0.11182346026942273,170.4276877919551,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,1.0120000000000002,0.11092155355507627,166.73129746620785,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
5,1.0220000000000002,0.10999407936048806,162.95659658276784,-7.309236975064794E-7+3.531555631532842E-7i,-8.235128118774812E-5-1.821580801887312E-4i
